order_id,amount,quantity,customer_id,created_at,is_outlier
O006296,83.68,11,C00962,2024-01-09 17:52:00,0
O006297,41.7,3,C04784,2024-01-09 17:54:00,0
O006298,63.97,15,C01980,2024-01-09 17:56:00,0
O006299,227.77,17,C00806,2024-01-09 17:58:00,0
O006300,45.68,4,C04747,2024-01-09 18:00:00,0
O006301,120.65,8,C03991,2024-01-09 18:02:00,0
O006302,47.9,15,C03853,2024-01-09 18:04:00,0
O006303,22.96,16,C01919,2024-01-09 18:06:00,0
O006304,89.34,1,C01700,2024-01-09 18:08:00,0
O006305,120.33,13,C02106,2024-01-09 18:10:00,0
O006306,241.35,2,C04967,2024-01-09 18:12:00,0
O006307,201.67,17,C03432,2024-01-09 18:14:00,0
O006308,510.65,1,C04915,2024-01-09 18:16:00,0
O006309,256.88,13,C02217,2024-01-09 18:18:00,0
O006310,78.8,18,C04850,2024-01-09 18:20:00,0
O006311,55.05,4,C04005,2024-01-09 18:22:00,0
O006312,43.85,6,C00063,2024-01-09 18:24:00,0
O006313,33.38,14,C01983,2024-01-09 18:26:00,0
O006314,197.1,10,C04973,2024-01-09 18:28:00,0
O006315,26.72,3,C03385,2024-01-09 18:30:00,0
O006316,30.29,12,C03216,2024-01-09 18:32:00,0
O006317,83.93,8,C04745,2024-01-09 18:34:00,0
O006318,106.96,11,C00437,2024-01-09 18:36:00,0
O006319,10.84,18,C00498,2024-01-09 18:38:00,0
O006320,56.63,16,C01961,2024-01-09 18:40:00,0
O006321,23.75,10,C03128,2024-01-09 18:42:00,0
O006322,76.61,16,C03505,2024-01-09 18:44:00,0
O006323,34.82,15,C03418,2024-01-09 18:46:00,0
O006324,108.72,7,C04094,2024-01-09 18:48:00,0
O006325,30.94,6,C01541,2024-01-09 18:50:00,0
O006326,132.07,1,C02170,2024-01-09 18:52:00,0
O006327,123.76,6,C01480,2024-01-09 18:54:00,0
O006328,67.95,17,C01072,2024-01-09 18:56:00,0
O006329,15.68,16,C00865,2024-01-09 18:58:00,0
O006330,15.0,16,C02040,2024-01-09 19:00:00,0
O006331,25.73,19,C00907,2024-01-09 19:02:00,0
O006332,35.35,2,C00394,2024-01-09 19:04:00,0
O006333,19.82,15,C03154,2024-01-09 19:06:00,0
O006334,280.06,12,C04433,2024-01-09 19:08:00,0
O006335,51.09,15,C02530,2024-01-09 19:10:00,0
O006336,21.56,9,C01054,2024-01-09 19:12:00,0
O006337,46.37,10,C01205,2024-01-09 19:14:00,0
O006338,65.32,8,C03894,2024-01-09 19:16:00,0
O006339,48.25,12,C00810,2024-01-09 19:18:00,0
O006340,18.15,3,C03810,2024-01-09 19:20:00,0
O006341,32.71,4,C00623,2024-01-09 19:22:00,0
O006342,22.64,10,C00787,2024-01-09 19:24:00,0
O006343,38.34,9,C04722,2024-01-09 19:26:00,0
O006344,24.26,18,C01825,2024-01-09 19:28:00,0
O006345,71.28,2,C03807,2024-01-09 19:30:00,0
O006346,23.89,14,C02210,2024-01-09 19:32:00,0
O006347,159.32,7,C01953,2024-01-09 19:34:00,0
O006348,56.43,1,C04602,2024-01-09 19:36:00,0
O006349,352.5,19,C04449,2024-01-09 19:38:00,0
O006350,203.89,9,C01270,2024-01-09 19:40:00,0
O006351,82.87,13,C02031,2024-01-09 19:42:00,0
O006352,157.48,17,C00744,2024-01-09 19:44:00,0
O006353,211.66,12,C04983,2024-01-09 19:46:00,0
O006354,17.67,18,C02987,2024-01-09 19:48:00,0
O006355,45.49,13,C01050,2024-01-09 19:50:00,0
O006356,34.93,1,C01548,2024-01-09 19:52:00,0
O006357,43.73,12,C01820,2024-01-09 19:54:00,0
O006358,66.81,3,C03434,2024-01-09 19:56:00,0
O006359,20.19,6,C01716,2024-01-09 19:58:00,0
O006360,56.34,4,C00426,2024-01-09 20:00:00,0
O006361,79.98,3,C00088,2024-01-09 20:02:00,0
O006362,31.94,11,C03352,2024-01-09 20:04:00,0
O006363,15.67,3,C00145,2024-01-09 20:06:00,0
O006364,73.3,17,C04474,2024-01-09 20:08:00,0
O006365,41.85,5,C01470,2024-01-09 20:10:00,0
O006366,31.87,11,C00240,2024-01-09 20:12:00,0
O006367,12.65,5,C02739,2024-01-09 20:14:00,0
O006368,33.44,15,C02900,2024-01-09 20:16:00,0
O006369,46.42,1,C02066,2024-01-09 20:18:00,0
O006370,68.45,12,C02758,2024-01-09 20:20:00,0
O006371,86.29,12,C01801,2024-01-09 20:22:00,0
O006372,25.0,2,C00603,2024-01-09 20:24:00,0
O006373,39.85,13,C04879,2024-01-09 20:26:00,0
O006374,30.05,18,C04058,2024-01-09 20:28:00,0
O006375,59.27,12,C00430,2024-01-09 20:30:00,0
O006376,33.06,10,C04070,2024-01-09 20:32:00,0
O006377,49.75,6,C04555,2024-01-09 20:34:00,0
O006378,25.85,9,C01254,2024-01-09 20:36:00,0
O006379,79.5,11,C04824,2024-01-09 20:38:00,0
O006380,298.18,15,C02198,2024-01-09 20:40:00,0
O006381,32.3,15,C00161,2024-01-09 20:42:00,0
O006382,9.25,11,C00099,2024-01-09 20:44:00,0
O006383,36.36,6,C00956,2024-01-09 20:46:00,0
O006384,55.46,8,C01084,2024-01-09 20:48:00,0
O006385,26.22,17,C03729,2024-01-09 20:50:00,0
O006386,41.0,12,C03581,2024-01-09 20:52:00,0
O006387,85.86,4,C03793,2024-01-09 20:54:00,0
O006388,35.15,3,C04870,2024-01-09 20:56:00,0
O006389,31.8,3,C04660,2024-01-09 20:58:00,0
O006390,191.33,1,C02434,2024-01-09 21:00:00,0
O006391,59.18,2,C03552,2024-01-09 21:02:00,0
O006392,13.02,15,C02819,2024-01-09 21:04:00,0
O006393,45.15,10,C02728,2024-01-09 21:06:00,0
O006394,33.24,7,C02145,2024-01-09 21:08:00,0
O006395,153.54,10,C01664,2024-01-09 21:10:00,0
O006396,23.74,13,C01697,2024-01-09 21:12:00,0
O006397,90.09,4,C01008,2024-01-09 21:14:00,0
O006398,316.38,6,C02743,2024-01-09 21:16:00,0
O006399,46.01,15,C01005,2024-01-09 21:18:00,0
O006400,74.71,9,C01587,2024-01-09 21:20:00,0
O006401,84.1,3,C03987,2024-01-09 21:22:00,0
O006402,114.9,9,C04284,2024-01-09 21:24:00,0
O006403,45.73,6,C02713,2024-01-09 21:26:00,0
O006404,50.37,1,C03280,2024-01-09 21:28:00,0
O006405,12.43,12,C00776,2024-01-09 21:30:00,0
O006406,81.46,1,C03617,2024-01-09 21:32:00,0
O006407,73.14,18,C00419,2024-01-09 21:34:00,0
O006408,9.32,19,C04762,2024-01-09 21:36:00,0
O006409,52.17,17,C00392,2024-01-09 21:38:00,0
O006410,77.77,14,C03073,2024-01-09 21:40:00,0
O006411,15.66,14,C04160,2024-01-09 21:42:00,0
O006412,70.65,2,C04368,2024-01-09 21:44:00,0
O006413,133.23,19,C00168,2024-01-09 21:46:00,0
O006414,215.16,4,C04240,2024-01-09 21:48:00,0
O006415,67.97,6,C00105,2024-01-09 21:50:00,0
O006416,76.88,7,C02357,2024-01-09 21:52:00,0
O006417,81.99,17,C01923,2024-01-09 21:54:00,0
O006418,223.16,6,C01554,2024-01-09 21:56:00,0
O006419,555.78,18,C02077,2024-01-09 21:58:00,0
O006420,29.45,13,C01343,2024-01-09 22:00:00,0
O006421,14.04,4,C01855,2024-01-09 22:02:00,0
O006422,11.64,14,C03837,2024-01-09 22:04:00,0
O006423,40.15,12,C00127,2024-01-09 22:06:00,0
O006424,155.92,1,C04015,2024-01-09 22:08:00,0
O006425,32.48,6,C02315,2024-01-09 22:10:00,0
O006426,64.31,16,C02494,2024-01-09 22:12:00,0
O006427,31.44,13,C04404,2024-01-09 22:14:00,0
O006428,41.44,9,C01408,2024-01-09 22:16:00,0
O006429,45.96,19,C01795,2024-01-09 22:18:00,0
O006430,66.69,12,C04300,2024-01-09 22:20:00,0
O006431,30.16,16,C04179,2024-01-09 22:22:00,0
O006432,110.75,8,C00661,2024-01-09 22:24:00,0
O006433,54.9,8,C02704,2024-01-09 22:26:00,0
O006434,174.63,18,C04302,2024-01-09 22:28:00,0
O006435,24.81,19,C00772,2024-01-09 22:30:00,0
O006436,20.09,13,C00307,2024-01-09 22:32:00,0
O006437,61.07,3,C02962,2024-01-09 22:34:00,0
O006438,90.85,18,C01840,2024-01-09 22:36:00,0
O006439,104.34,11,C03234,2024-01-09 22:38:00,0
O006440,137.26,13,C04440,2024-01-09 22:40:00,0
O006441,171.96,14,C00964,2024-01-09 22:42:00,0
O006442,32.44,19,C04023,2024-01-09 22:44:00,0
O006443,21.13,3,C00789,2024-01-09 22:46:00,0
O006444,40.76,19,C04670,2024-01-09 22:48:00,0
O006445,48.39,17,C04464,2024-01-09 22:50:00,0
O006446,108.71,4,C01380,2024-01-09 22:52:00,0
O006447,20.16,6,C02534,2024-01-09 22:54:00,0
O006448,26.73,2,C04591,2024-01-09 22:56:00,0
O006449,40.22,18,C01594,2024-01-09 22:58:00,0
O006450,30.98,13,C00485,2024-01-09 23:00:00,0
O006451,30.71,6,C03533,2024-01-09 23:02:00,0
O006452,17.59,11,C00285,2024-01-09 23:04:00,0
O006453,125.81,2,C00923,2024-01-09 23:06:00,0
O006454,84.58,8,C00670,2024-01-09 23:08:00,0
O006455,120.77,11,C01159,2024-01-09 23:10:00,0
O006456,46.21,9,C04578,2024-01-09 23:12:00,0
O006457,115.07,14,C02393,2024-01-09 23:14:00,0
O006458,18.3,14,C03976,2024-01-09 23:16:00,0
O006459,96.11,6,C03420,2024-01-09 23:18:00,0
O006460,41.71,17,C00777,2024-01-09 23:20:00,0
O006461,52.04,5,C00103,2024-01-09 23:22:00,0
O006462,75.31,1,C00226,2024-01-09 23:24:00,0
O006463,236.04,1,C02576,2024-01-09 23:26:00,0
O006464,9.81,18,C03899,2024-01-09 23:28:00,0
O006465,61.8,16,C01666,2024-01-09 23:30:00,0
O006466,218.16,14,C04553,2024-01-09 23:32:00,0
O006467,84.0,6,C00326,2024-01-09 23:34:00,0
O006468,143.31,18,C04329,2024-01-09 23:36:00,0
O006469,29.54,1,C02726,2024-01-09 23:38:00,0
O006470,43.96,4,C02332,2024-01-09 23:40:00,0
O006471,201.12,6,C03523,2024-01-09 23:42:00,0
O006472,32.8,2,C04236,2024-01-09 23:44:00,0
O006473,203.78,12,C04023,2024-01-09 23:46:00,0
O006474,54.73,11,C00432,2024-01-09 23:48:00,0
O006475,131.47,14,C02582,2024-01-09 23:50:00,0
O006476,65.58,8,C01811,2024-01-09 23:52:00,0
O006477,43.27,10,C04481,2024-01-09 23:54:00,0
O006478,58.48,1,C00484,2024-01-09 23:56:00,0
O006479,69.52,4,C04777,2024-01-09 23:58:00,0
O006480,111.96,14,C01454,2024-01-10 00:00:00,0
O006481,53.7,12,C02785,2024-01-10 00:02:00,0
O006482,54.38,17,C01840,2024-01-10 00:04:00,0
O006483,170.26,12,C02118,2024-01-10 00:06:00,0
O006484,29.44,3,C00641,2024-01-10 00:08:00,0
O006485,68.76,3,C02729,2024-01-10 00:10:00,0
O006486,162.36,12,C01438,2024-01-10 00:12:00,0
O006487,53.84,1,C02125,2024-01-10 00:14:00,0
O006488,33.6,8,C03628,2024-01-10 00:16:00,0
O006489,139.61,1,C03378,2024-01-10 00:18:00,0
O006490,110.05,7,C01605,2024-01-10 00:20:00,0
O006491,89.52,4,C00324,2024-01-10 00:22:00,0
O006492,55.57,10,C03494,2024-01-10 00:24:00,0
O006493,32.85,15,C04977,2024-01-10 00:26:00,0
O006494,86.04,19,C00467,2024-01-10 00:28:00,0
O006495,29.33,17,C03787,2024-01-10 00:30:00,0
O006496,38.75,8,C04357,2024-01-10 00:32:00,0
O006497,54.91,17,C02153,2024-01-10 00:34:00,0
O006498,47.65,17,C02537,2024-01-10 00:36:00,0
O006499,37.14,14,C01439,2024-01-10 00:38:00,0
O006500,21.75,12,C00730,2024-01-10 00:40:00,0
O006501,49.38,14,C04056,2024-01-10 00:42:00,0
O006502,61.79,13,C02289,2024-01-10 00:44:00,0
O006503,19.45,7,C00661,2024-01-10 00:46:00,0
O006504,57.74,12,C03800,2024-01-10 00:48:00,0
O006505,45.32,13,C03772,2024-01-10 00:50:00,0
O006506,53.03,19,C03035,2024-01-10 00:52:00,0
O006507,26.56,11,C03501,2024-01-10 00:54:00,0
O006508,31.82,6,C03558,2024-01-10 00:56:00,0
O006509,160.92,6,C03506,2024-01-10 00:58:00,0
O006510,26.17,7,C03959,2024-01-10 01:00:00,0
O006511,37.11,4,C01328,2024-01-10 01:02:00,0
O006512,134.09,16,C04880,2024-01-10 01:04:00,0
O006513,25.87,6,C03526,2024-01-10 01:06:00,0
O006514,32.42,12,C04470,2024-01-10 01:08:00,0
O006515,91.83,9,C04887,2024-01-10 01:10:00,0
O006516,101.36,5,C02682,2024-01-10 01:12:00,0
O006517,36.03,8,C02019,2024-01-10 01:14:00,0
O006518,59.96,17,C03665,2024-01-10 01:16:00,0
O006519,113.91,4,C00694,2024-01-10 01:18:00,0
O006520,56.53,7,C02484,2024-01-10 01:20:00,0
O006521,12.69,6,C00721,2024-01-10 01:22:00,0
O006522,71.65,9,C00104,2024-01-10 01:24:00,0
O006523,116.06,5,C04907,2024-01-10 01:26:00,0
O006524,74.33,14,C02735,2024-01-10 01:28:00,0
O006525,40.97,9,C01764,2024-01-10 01:30:00,0
O006526,55.6,9,C01120,2024-01-10 01:32:00,0
O006527,41.28,13,C00212,2024-01-10 01:34:00,0
O006528,41.63,15,C01891,2024-01-10 01:36:00,0
O006529,59.46,19,C02490,2024-01-10 01:38:00,0
O006530,67.43,16,C03469,2024-01-10 01:40:00,0
O006531,24.59,12,C03016,2024-01-10 01:42:00,0
O006532,59.03,2,C04633,2024-01-10 01:44:00,0
O006533,54.49,3,C01862,2024-01-10 01:46:00,0
O006534,24.49,6,C00325,2024-01-10 01:48:00,0
O006535,180.48,13,C00326,2024-01-10 01:50:00,0
O006536,58.35,18,C01799,2024-01-10 01:52:00,0
O006537,109.2,8,C01753,2024-01-10 01:54:00,0
O006538,54.71,9,C01885,2024-01-10 01:56:00,0
O006539,172.91,2,C01622,2024-01-10 01:58:00,0
O006540,91.9,5,C01647,2024-01-10 02:00:00,0
O006541,140.9,2,C02026,2024-01-10 02:02:00,0
O006542,53.54,14,C01431,2024-01-10 02:04:00,0
O006543,113.47,17,C02946,2024-01-10 02:06:00,0
O006544,25.13,18,C02998,2024-01-10 02:08:00,0
O006545,71.0,17,C01570,2024-01-10 02:10:00,0
O006546,22.95,2,C01968,2024-01-10 02:12:00,0
O006547,88.08,9,C01696,2024-01-10 02:14:00,0
O006548,116.47,15,C03570,2024-01-10 02:16:00,0
O006549,277.29,17,C02732,2024-01-10 02:18:00,0
O006550,66.92,12,C04187,2024-01-10 02:20:00,0
O006551,126.02,14,C01513,2024-01-10 02:22:00,0
O006552,17.09,18,C03762,2024-01-10 02:24:00,0
O006553,55.9,14,C02652,2024-01-10 02:26:00,0
O006554,63.52,3,C02579,2024-01-10 02:28:00,0
O006555,25.28,1,C01150,2024-01-10 02:30:00,0
O006556,30.62,16,C00715,2024-01-10 02:32:00,0
O006557,91.96,1,C03958,2024-01-10 02:34:00,0
O006558,82.5,15,C02281,2024-01-10 02:36:00,0
O006559,128.67,18,C01847,2024-01-10 02:38:00,0
O006560,86.04,6,C03492,2024-01-10 02:40:00,0
O006561,98.11,13,C02649,2024-01-10 02:42:00,0
O006562,100.34,6,C03737,2024-01-10 02:44:00,0
O006563,188.16,7,C03846,2024-01-10 02:46:00,0
O006564,162.01,10,C00917,2024-01-10 02:48:00,0
O006565,85.43,5,C00257,2024-01-10 02:50:00,0
O006566,26.42,3,C00504,2024-01-10 02:52:00,0
O006567,36.17,11,C03317,2024-01-10 02:54:00,0
O006568,126.69,2,C00164,2024-01-10 02:56:00,0
O006569,32.15,6,C00025,2024-01-10 02:58:00,0
O006570,55.07,10,C00246,2024-01-10 03:00:00,0
O006571,51.64,19,C03952,2024-01-10 03:02:00,0
O006572,30.68,3,C01043,2024-01-10 03:04:00,0
O006573,121.79,17,C03147,2024-01-10 03:06:00,0
O006574,57.07,10,C04158,2024-01-10 03:08:00,0
O006575,67.31,18,C01858,2024-01-10 03:10:00,0
O006576,36.99,11,C00226,2024-01-10 03:12:00,0
O006577,66.68,15,C02203,2024-01-10 03:14:00,0
O006578,34.26,16,C03074,2024-01-10 03:16:00,0
O006579,19.52,18,C04178,2024-01-10 03:18:00,0
O006580,39.03,7,C02821,2024-01-10 03:20:00,0
O006581,87.72,11,C01966,2024-01-10 03:22:00,0
O006582,168.18,19,C01310,2024-01-10 03:24:00,0
O006583,16.28,12,C01713,2024-01-10 03:26:00,0
O006584,14.5,10,C01418,2024-01-10 03:28:00,0
O006585,30.66,10,C03632,2024-01-10 03:30:00,0
O006586,54.33,4,C00201,2024-01-10 03:32:00,0
O006587,60.77,4,C02779,2024-01-10 03:34:00,0
O006588,22.8,14,C02564,2024-01-10 03:36:00,0
O006589,61.13,18,C00047,2024-01-10 03:38:00,0
O006590,9.43,14,C00888,2024-01-10 03:40:00,0
O006591,67.95,13,C01215,2024-01-10 03:42:00,0
O006592,139.51,15,C04934,2024-01-10 03:44:00,0
O006593,13.68,15,C00907,2024-01-10 03:46:00,0
O006594,35.12,10,C01792,2024-01-10 03:48:00,0
O006595,33.51,7,C01955,2024-01-10 03:50:00,0
O006596,159.03,3,C02159,2024-01-10 03:52:00,0
O006597,62.1,3,C01077,2024-01-10 03:54:00,0
O006598,26.71,11,C03534,2024-01-10 03:56:00,0
O006599,64.16,8,C03673,2024-01-10 03:58:00,0
O006600,126.55,3,C04345,2024-01-10 04:00:00,0
O006601,67.49,7,C02290,2024-01-10 04:02:00,0
O006602,25.56,7,C02164,2024-01-10 04:04:00,0
O006603,89.49,15,C00881,2024-01-10 04:06:00,0
O006604,93.75,12,C04107,2024-01-10 04:08:00,0
O006605,47.84,16,C04486,2024-01-10 04:10:00,0
O006606,41.82,6,C00271,2024-01-10 04:12:00,0
O006607,127.49,16,C01457,2024-01-10 04:14:00,0
O006608,31.02,7,C04111,2024-01-10 04:16:00,0
O006609,76.37,9,C02932,2024-01-10 04:18:00,0
O006610,54.14,12,C01570,2024-01-10 04:20:00,0
O006611,50.12,2,C04013,2024-01-10 04:22:00,0
O006612,177.98,9,C01038,2024-01-10 04:24:00,0
O006613,79.11,5,C04292,2024-01-10 04:26:00,0
O006614,90.76,13,C03475,2024-01-10 04:28:00,0
O006615,78.54,4,C04592,2024-01-10 04:30:00,0
O006616,34.91,14,C03701,2024-01-10 04:32:00,0
O006617,59.39,2,C04129,2024-01-10 04:34:00,0
O006618,144.24,18,C03798,2024-01-10 04:36:00,0
O006619,50.23,2,C03995,2024-01-10 04:38:00,0
O006620,48.27,14,C03621,2024-01-10 04:40:00,0
O006621,28.52,16,C00957,2024-01-10 04:42:00,0
O006622,10.65,10,C03931,2024-01-10 04:44:00,0
O006623,19.8,3,C02253,2024-01-10 04:46:00,0
O006624,44.39,17,C00610,2024-01-10 04:48:00,0
O006625,108.53,2,C04176,2024-01-10 04:50:00,0
O006626,117.76,12,C04325,2024-01-10 04:52:00,0
O006627,84.56,5,C03449,2024-01-10 04:54:00,0
O006628,36.88,8,C04691,2024-01-10 04:56:00,0
O006629,12.37,14,C04428,2024-01-10 04:58:00,0
O006630,52.31,14,C01357,2024-01-10 05:00:00,0
O006631,36.01,17,C04120,2024-01-10 05:02:00,0
O006632,16.33,18,C00256,2024-01-10 05:04:00,0
O006633,45.39,7,C03654,2024-01-10 05:06:00,0
O006634,170.54,3,C01703,2024-01-10 05:08:00,0
O006635,54.5,19,C00565,2024-01-10 05:10:00,0
O006636,46.99,1,C01379,2024-01-10 05:12:00,0
O006637,135.14,3,C01242,2024-01-10 05:14:00,0
O006638,83.83,7,C04492,2024-01-10 05:16:00,0
O006639,18.5,14,C00465,2024-01-10 05:18:00,0
O006640,23.27,14,C03272,2024-01-10 05:20:00,0
O006641,122.01,19,C02878,2024-01-10 05:22:00,0
O006642,16.28,1,C03661,2024-01-10 05:24:00,0
O006643,77.69,15,C01116,2024-01-10 05:26:00,0
O006644,46.25,14,C02503,2024-01-10 05:28:00,0
O006645,54.46,2,C03411,2024-01-10 05:30:00,0
O006646,131.2,6,C03487,2024-01-10 05:32:00,0
O006647,43.09,5,C03081,2024-01-10 05:34:00,0
O006648,88.92,18,C02972,2024-01-10 05:36:00,0
O006649,21.96,9,C00386,2024-01-10 05:38:00,0
O006650,30.53,18,C04180,2024-01-10 05:40:00,0
O006651,154.58,14,C01316,2024-01-10 05:42:00,0
O006652,36.77,3,C04127,2024-01-10 05:44:00,0
O006653,272.35,8,C04015,2024-01-10 05:46:00,0
O006654,32.59,8,C00560,2024-01-10 05:48:00,0
O006655,8.73,6,C02374,2024-01-10 05:50:00,0
O006656,18.04,19,C02912,2024-01-10 05:52:00,0
O006657,34.37,2,C01373,2024-01-10 05:54:00,0
O006658,52.2,16,C01950,2024-01-10 05:56:00,0
O006659,10.0,14,C03431,2024-01-10 05:58:00,0
O006660,76.67,16,C01820,2024-01-10 06:00:00,0
O006661,50.49,16,C04067,2024-01-10 06:02:00,0
O006662,34.73,10,C00565,2024-01-10 06:04:00,0
O006663,236.95,10,C03794,2024-01-10 06:06:00,0
O006664,60.67,4,C00136,2024-01-10 06:08:00,0
O006665,52.77,4,C01684,2024-01-10 06:10:00,0
O006666,9.95,13,C02459,2024-01-10 06:12:00,0
O006667,256.75,13,C04810,2024-01-10 06:14:00,0
O006668,37.95,18,C02321,2024-01-10 06:16:00,0
O006669,76.37,8,C01538,2024-01-10 06:18:00,0
O006670,48.37,1,C04064,2024-01-10 06:20:00,0
O006671,45.95,4,C03984,2024-01-10 06:22:00,0
O006672,80.74,7,C03403,2024-01-10 06:24:00,0
O006673,18.25,18,C04818,2024-01-10 06:26:00,0
O006674,175.38,9,C04109,2024-01-10 06:28:00,0
O006675,94.64,2,C02321,2024-01-10 06:30:00,0
O006676,64.34,15,C00894,2024-01-10 06:32:00,0
O006677,194.28,10,C01195,2024-01-10 06:34:00,0
O006678,21.81,1,C00977,2024-01-10 06:36:00,0
O006679,51.07,16,C00099,2024-01-10 06:38:00,0
O006680,124.39,8,C02673,2024-01-10 06:40:00,0
O006681,92.78,3,C01149,2024-01-10 06:42:00,0
O006682,97.89,15,C03523,2024-01-10 06:44:00,0
O006683,18.84,1,C02501,2024-01-10 06:46:00,0
O006684,12.31,3,C01986,2024-01-10 06:48:00,0
O006685,74.51,2,C02467,2024-01-10 06:50:00,0
O006686,55.09,6,C03742,2024-01-10 06:52:00,0
O006687,31.45,11,C00568,2024-01-10 06:54:00,0
O006688,105.67,12,C03519,2024-01-10 06:56:00,0
O006689,35.75,2,C01352,2024-01-10 06:58:00,0
O006690,58.05,1,C00249,2024-01-10 07:00:00,0
O006691,82.14,17,C04532,2024-01-10 07:02:00,0
O006692,181.27,12,C01109,2024-01-10 07:04:00,0
O006693,108.42,7,C03936,2024-01-10 07:06:00,0
O006694,89.52,18,C01575,2024-01-10 07:08:00,0
O006695,41.55,6,C04449,2024-01-10 07:10:00,0
O006696,128.11,11,C00907,2024-01-10 07:12:00,0
O006697,7.93,15,C01720,2024-01-10 07:14:00,0
O006698,22.41,12,C01351,2024-01-10 07:16:00,0
O006699,52.58,11,C04767,2024-01-10 07:18:00,0
O006700,67.81,1,C00603,2024-01-10 07:20:00,0
O006701,34.66,18,C03725,2024-01-10 07:22:00,0
O006702,160.16,15,C03910,2024-01-10 07:24:00,0
O006703,71.33,18,C03419,2024-01-10 07:26:00,0
O006704,83.94,4,C02592,2024-01-10 07:28:00,0
O006705,52.31,6,C01143,2024-01-10 07:30:00,0
O006706,252.96,8,C02046,2024-01-10 07:32:00,0
O006707,112.29,3,C04815,2024-01-10 07:34:00,0
O006708,68.7,6,C04946,2024-01-10 07:36:00,0
O006709,589.51,12,C02019,2024-01-10 07:38:00,0
O006710,38.98,13,C04913,2024-01-10 07:40:00,0
O006711,75.47,19,C01437,2024-01-10 07:42:00,0
O006712,28.8,8,C00500,2024-01-10 07:44:00,0
O006713,16.43,3,C03914,2024-01-10 07:46:00,0
O006714,43.59,18,C00114,2024-01-10 07:48:00,0
O006715,103.1,4,C00468,2024-01-10 07:50:00,0
O006716,14.08,16,C00055,2024-01-10 07:52:00,0
O006717,80.37,15,C04388,2024-01-10 07:54:00,0
O006718,23.51,16,C00873,2024-01-10 07:56:00,0
O006719,74.22,10,C00134,2024-01-10 07:58:00,0
O006720,19.63,18,C00869,2024-01-10 08:00:00,0
O006721,80.81,11,C00037,2024-01-10 08:02:00,0
O006722,11.0,6,C03193,2024-01-10 08:04:00,0
O006723,99.02,2,C00218,2024-01-10 08:06:00,0
O006724,51.49,14,C02306,2024-01-10 08:08:00,0
O006725,22.28,11,C04897,2024-01-10 08:10:00,0
O006726,33.81,11,C01982,2024-01-10 08:12:00,0
O006727,88.04,5,C02628,2024-01-10 08:14:00,0
O006728,55.43,3,C00896,2024-01-10 08:16:00,0
O006729,16.46,6,C01318,2024-01-10 08:18:00,0
O006730,58.31,9,C03534,2024-01-10 08:20:00,0
O006731,31.21,14,C04768,2024-01-10 08:22:00,0
O006732,21.18,7,C01414,2024-01-10 08:24:00,0
O006733,84.51,8,C02983,2024-01-10 08:26:00,0
O006734,71.13,1,C02405,2024-01-10 08:28:00,0
O006735,8.5,3,C04009,2024-01-10 08:30:00,0
O006736,218.88,15,C02767,2024-01-10 08:32:00,0
O006737,86.81,4,C01845,2024-01-10 08:34:00,0
O006738,60.55,18,C03139,2024-01-10 08:36:00,0
O006739,22.64,3,C03548,2024-01-10 08:38:00,0
O006740,50.61,2,C04465,2024-01-10 08:40:00,0
O006741,42.77,1,C04832,2024-01-10 08:42:00,0
O006742,117.09,17,C02044,2024-01-10 08:44:00,0
O006743,151.01,7,C00557,2024-01-10 08:46:00,0
O006744,175.52,3,C03353,2024-01-10 08:48:00,0
O006745,189.96,6,C01142,2024-01-10 08:50:00,0
O006746,73.04,1,C01352,2024-01-10 08:52:00,0
O006747,55.35,1,C03074,2024-01-10 08:54:00,0
O006748,29.31,11,C00814,2024-01-10 08:56:00,0
O006749,28.21,3,C02443,2024-01-10 08:58:00,0
O006750,11.38,11,C04882,2024-01-10 09:00:00,0
O006751,37.46,9,C04862,2024-01-10 09:02:00,0
O006752,34.67,18,C04711,2024-01-10 09:04:00,0
O006753,27.07,3,C04735,2024-01-10 09:06:00,0
O006754,21.47,1,C04228,2024-01-10 09:08:00,0
O006755,60.97,14,C01763,2024-01-10 09:10:00,0
O006756,86.1,13,C04106,2024-01-10 09:12:00,0
O006757,82.71,13,C03068,2024-01-10 09:14:00,0
O006758,161.88,10,C03709,2024-01-10 09:16:00,0
O006759,13.23,14,C03548,2024-01-10 09:18:00,0
O006760,142.2,8,C04952,2024-01-10 09:20:00,0
O006761,131.86,12,C00857,2024-01-10 09:22:00,0
O006762,60.26,4,C00977,2024-01-10 09:24:00,0
O006763,37.9,13,C02768,2024-01-10 09:26:00,0
O006764,10.64,8,C02684,2024-01-10 09:28:00,0
O006765,61.33,4,C00942,2024-01-10 09:30:00,0
O006766,74.73,8,C01156,2024-01-10 09:32:00,0
O006767,31.33,17,C04651,2024-01-10 09:34:00,0
O006768,56.57,18,C00225,2024-01-10 09:36:00,0
O006769,52.33,15,C03165,2024-01-10 09:38:00,0
O006770,30.08,18,C01610,2024-01-10 09:40:00,0
O006771,286.65,2,C01765,2024-01-10 09:42:00,0
O006772,6.2,7,C04274,2024-01-10 09:44:00,0
O006773,17.92,9,C01807,2024-01-10 09:46:00,0
O006774,115.39,14,C00020,2024-01-10 09:48:00,0
O006775,82.15,3,C01048,2024-01-10 09:50:00,0
O006776,27.67,10,C03616,2024-01-10 09:52:00,0
